company_name,exchange,year,text_excerpt,label
Juniper Ventures,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years.,0
BlueWave Technologies,NASDAQ,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Delta Retail Group,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Equinox Holdings,NYSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Riviera Hotels,Euronext,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Quanta Fintech,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Titan Shipping,LSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Indigo Ports,NSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Helios Pharma,BSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years.,0
Riviera Hotels,Euronext,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Orchid Beverages,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Stellar Media,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Orion Auto Parts,BSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Falcon Oil & Gas,LSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Xenon Chemicals,FWB,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Warden Textiles,HKEX,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Falcon Oil & Gas,LSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Nimbus Energy,ASX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Creston Mining,ASX,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Pioneer Airlines,LSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Borealis Telecom,NYSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Riviera Hotels,Euronext,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Xylo Mining,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Yonder Media,Euronext,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Quanta Fintech,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Magma Auto,NSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Zenith Hotels,LSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Orchid Beverages,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Helios Pharma,BSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Evergreen Foods,NYSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Vantage Real Estate,NASDAQ,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Creston Mining,ASX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Cascade Water,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Futura Logistics,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Titan Shipping,LSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Warden Textiles,HKEX,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Helios Pharma,BSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Xylo Mining,ASX,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Vega Beverages,NYSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Polaris Retail,NYSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Polaris Retail,NYSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Pioneer Airlines,LSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Urania Chemicals,FWB,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Nimbus Energy,ASX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Quantum Materials,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Vantage Real Estate,NASDAQ,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Umbra Fashion,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
BlueWave Technologies,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Meridian Shipping,LSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Cascade Water,ASX,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Juniper Ventures,NYSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Orion Auto Parts,BSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Nimbus Energy,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Riviera Hotels,Euronext,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Horizon Airlines,NASDAQ,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Vega Beverages,NYSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Nebula Software,NASDAQ,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Aether Energy Ltd,LSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Indigo Ports,NSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Orchid Beverages,NYSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Solaria Power,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Riverstone Cement,NYSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Quantum Materials,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Polaris Retail,NYSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Triton Steelworks,NSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Xenon Chemicals,FWB,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Solaria Power,ASX,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Futura Logistics,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Delta Retail Group,NYSE,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Xenon Chemicals,FWB,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Orion Auto Parts,BSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Vega Beverages,NYSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
BlueWave Technologies,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Quanta Fintech,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Magma Auto,NSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Riverstone Cement,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Draco Healthcare,NASDAQ,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Quanta Fintech,NASDAQ,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Cascade Water,ASX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Quantum Materials,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Kappa Robotics,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Xenon Chemicals,FWB,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Solaria Power,ASX,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Solaria Power,ASX,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Pioneer Airlines,LSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Lattice Cloud,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Titan Shipping,LSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Meridian Shipping,LSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Helios Pharma,BSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Warden Textiles,HKEX,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Orion Auto Parts,BSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Riverstone Cement,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Vantage Real Estate,NASDAQ,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Futura Logistics,NASDAQ,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Yonder Media,Euronext,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Triton Steelworks,NSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Delta Retail Group,NYSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Willow Paper Co.,TSX,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Horizon Airlines,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Riviera Hotels,Euronext,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
GreenPath Utilities,LSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Creston Mining,ASX,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Triton Steelworks,NSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Horizon Airlines,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Riverstone Cement,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years.,0
